S.No.,Transaction_ID,Date,Store_ID,Customer_id,Product_ID,Quantity,Revenue,Discount,Festival Name,Payment Mode
1177,TXN001177,05-08-2025,ST107,CU05460,PR0395,8,4654,16,Normal Day,Cash
1178,TXN001178,20-01-2025,ST147,CU05180,PR0582,9,3263,50,Sankranti,Cash
1179,TXN001179,12-05-2025,ST217,CU04798,PR0895,2,6553,36,Sankranti,UPI
1180,TXN001180,01-10-2025,ST265,CU01461,PR0154,4,8768,6,Holi,Card
1181,TXN001181,16-05-2025,ST203,CU05615,PR0643,7,8237,34,Sankranti,Cash
1182,TXN001182,13-11-2025,ST497,CU05766,PR0102,4,5974,33,Holi,Card
1183,TXN001183,20-11-2025,ST335,CU05685,PR0852,4,9274,0,Holi,Card
1184,TXN001184,17-08-2025,ST110,CU08577,PR0271,3,11770,36,Sankranti,UPI
1185,TXN001185,18-09-2025,ST183,CU00875,PR0397,10,492,42,Normal Day,Cash
1186,TXN001186,20-07-2025,ST200,CU06279,PR0310,10,10112,11,Sankranti,Card
1187,TXN001187,21-02-2025,ST303,CU01639,PR0416,10,2070,21,Normal Day,Card
1188,TXN001188,16-02-2025,ST025,CU08564,PR0312,3,544,42,Normal Day,Cash
1189,TXN001189,10-03-2025,ST094,CU05648,PR0713,10,4473,6,Normal Day,Cash
1190,TXN001190,18-10-2025,ST315,CU01297,PR0594,7,7391,13,Holi,Cash
1191,TXN001191,22-02-2025,ST456,CU00186,PR0681,8,3949,0,Holi,UPI
1192,TXN001192,11-03-2025,ST222,CU00362,PR0679,6,14308,21,Diwali,UPI
1193,TXN001193,06-08-2025,ST289,CU01267,PR0854,1,6202,37,Diwali,Cash
1194,TXN001194,17-03-2025,ST037,CU09790,PR0893,4,3508,48,Sankranti,Cash
1195,TXN001195,13-10-2025,ST290,CU08376,PR0675,9,4391,2,Normal Day,UPI
1196,TXN001196,17-03-2025,ST043,CU03628,PR0599,6,16253,18,Diwali,Cash
1197,TXN001197,12-12-2025,ST250,CU00276,PR0757,2,3912,42,Holi,UPI
1198,TXN001198,01-04-2025,ST131,CU05243,PR0575,1,3616,47,Holi,Cash
1199,TXN001199,28-02-2025,ST185,CU03097,PR0675,2,16234,45,Diwali,Cash
1200,TXN001200,17-03-2025,ST074,CU06225,PR0890,6,17803,11,Diwali,Cash
1201,TXN001201,24-03-2025,ST472,CU07909,PR0266,7,4603,3,Normal Day,Cash
1202,TXN001202,14-11-2025,ST161,CU04955,PR0868,7,4324,13,Normal Day,Cash
1203,TXN001203,02-07-2025,ST312,CU08647,PR0352,10,18649,14,Diwali,Cash
1204,TXN001204,02-03-2025,ST110,CU05421,PR0356,2,18228,15,Diwali,UPI
1205,TXN001205,17-02-2025,ST070,CU03752,PR0559,2,12340,30,Sankranti,Card
1206,TXN001206,11-11-2025,ST265,CU04075,PR0840,6,9967,48,Holi,UPI
1207,TXN001207,23-09-2025,ST268,CU07024,PR0703,1,14286,34,Sankranti,Cash
1208,TXN001208,05-09-2025,ST235,CU09097,PR0355,5,8765,4,Holi,UPI
1209,TXN001209,05-09-2025,ST236,CU07901,PR0716,9,1551,36,Normal Day,UPI
1210,TXN001210,19-11-2025,ST149,CU06892,PR0796,6,11632,10,Sankranti,Cash
1211,TXN001211,10-04-2025,ST353,CU07365,PR0489,2,1956,31,Normal Day,Card
1212,TXN001212,21-09-2025,ST127,CU05562,PR0252,9,3640,26,Holi,UPI
1213,TXN001213,16-07-2025,ST233,CU02945,PR0366,6,259,28,Normal Day,UPI
1214,TXN001214,24-10-2025,ST248,CU03681,PR0778,10,2087,12,Normal Day,Cash
1215,TXN001215,03-06-2025,ST436,CU04627,PR0501,8,11740,28,Sankranti,UPI
1216,TXN001216,25-05-2025,ST494,CU03055,PR0529,3,907,2,Normal Day,Cash
1217,TXN001217,19-04-2025,ST238,CU07778,PR0136,4,7107,6,Diwali,UPI
1218,TXN001218,03-05-2025,ST302,CU09767,PR0729,1,9870,0,Holi,UPI
1219,TXN001219,01-05-2025,ST119,CU06393,PR0367,8,2827,30,Normal Day,Cash
1220,TXN001220,13-12-2025,ST303,CU00490,PR0457,9,5265,17,Holi,Card
1221,TXN001221,01-09-2025,ST013,CU06701,PR0029,7,18559,42,Diwali,Card
1222,TXN001222,06-06-2025,ST116,CU05415,PR0179,6,3900,3,Normal Day,Card
1223,TXN001223,23-05-2025,ST476,CU00088,PR0132,5,15810,20,Diwali,Cash
1224,TXN001224,20-11-2025,ST133,CU09988,PR0471,8,1701,39,Normal Day,Card
1225,TXN001225,07-06-2025,ST360,CU02614,PR0174,8,12009,16,Sankranti,Cash
1226,TXN001226,26-11-2025,ST390,CU03541,PR0925,8,4436,43,Sankranti,UPI
1227,TXN001227,02-09-2025,ST240,CU04933,PR0021,6,3362,2,Holi,Cash
1228,TXN001228,24-10-2025,ST151,CU02199,PR0167,2,19719,48,Diwali,Card
1229,TXN001229,11-07-2025,ST366,CU04314,PR0462,5,8510,19,Diwali,Cash
1230,TXN001230,25-01-2025,ST325,CU01864,PR0333,7,14997,6,Sankranti,Card
1231,TXN001231,16-07-2025,ST184,CU06438,PR0871,3,8069,10,Holi,Card
1232,TXN001232,21-12-2025,ST031,CU04476,PR0129,3,5419,44,Sankranti,Cash
1233,TXN001233,10-11-2025,ST153,CU09837,PR0114,9,2330,38,Normal Day,Cash
1234,TXN001234,23-08-2025,ST427,CU04300,PR0706,2,18965,39,Diwali,Cash
1235,TXN001235,04-07-2025,ST299,CU06960,PR0569,1,6604,28,Diwali,Card
1236,TXN001236,27-12-2025,ST292,CU03014,PR0658,5,7734,0,Holi,UPI
1237,TXN001237,28-06-2025,ST270,CU01493,PR0297,1,13511,35,Sankranti,UPI
1238,TXN001238,03-12-2025,ST350,CU02011,PR0066,4,3201,10,Normal Day,Cash
1239,TXN001239,17-02-2025,ST050,CU09736,PR0340,4,7117,10,Holi,UPI
1240,TXN001240,23-08-2025,ST089,CU05341,PR0592,9,5782,27,Sankranti,UPI
1241,TXN001241,02-06-2025,ST110,CU00995,PR0246,1,1420,47,Normal Day,UPI
1242,TXN001242,05-04-2025,ST405,CU07645,PR0193,10,4304,49,Normal Day,UPI
1243,TXN001243,11-02-2025,ST294,CU01881,PR0365,3,6812,32,Sankranti,Cash
1244,TXN001244,09-07-2025,ST454,CU09860,PR0815,2,8042,6,Diwali,Card
1245,TXN001245,14-07-2025,ST087,CU06610,PR0805,3,4885,9,Holi,Cash
1246,TXN001246,22-03-2025,ST144,CU04675,PR0635,6,5575,50,Holi,Card
1247,TXN001247,03-10-2025,ST445,CU01898,PR0354,5,11219,14,Sankranti,UPI
1248,TXN001248,26-04-2025,ST442,CU01188,PR0881,7,868,48,Normal Day,Card
1249,TXN001249,04-11-2025,ST310,CU02826,PR0955,10,12705,49,Diwali,Card
1250,TXN001250,26-10-2025,ST164,CU05755,PR0278,9,6172,13,Sankranti,Cash
1251,TXN001251,11-05-2025,ST009,CU06480,PR0935,9,11133,34,Diwali,Cash
1252,TXN001252,15-02-2025,ST385,CU01459,PR0570,3,12511,35,Sankranti,Card
1253,TXN001253,27-06-2025,ST223,CU02393,PR0130,8,6724,20,Holi,Cash
1254,TXN001254,26-08-2025,ST218,CU04491,PR0761,6,9037,38,Sankranti,UPI
1255,TXN001255,02-03-2025,ST052,CU04102,PR0700,5,1485,16,Normal Day,Cash
1256,TXN001256,23-09-2025,ST313,CU08207,PR0659,2,3262,38,Normal Day,Card
1257,TXN001257,01-05-2025,ST143,CU04486,PR0578,3,9444,40,Holi,Cash
1258,TXN001258,21-11-2025,ST130,CU04476,PR0035,5,17374,10,Diwali,UPI
1259,TXN001259,02-08-2025,ST174,CU08349,PR0670,10,8344,10,Diwali,Cash
1260,TXN001260,28-05-2025,ST374,CU05393,PR0169,7,15601,29,Diwali,Cash
1261,TXN001261,09-07-2025,ST186,CU09067,PR0080,10,10585,26,Sankranti,Card
1262,TXN001262,12-02-2025,ST136,CU03422,PR0827,1,7229,37,Holi,UPI
1263,TXN001263,27-02-2025,ST114,CU07089,PR0440,6,4257,2,Sankranti,UPI
1264,TXN001264,11-01-2025,ST082,CU00362,PR0567,8,308,12,Normal Day,Card
1265,TXN001265,24-12-2025,ST084,CU08000,PR0717,4,3122,39,Holi,Cash
1266,TXN001266,10-08-2025,ST227,CU06167,PR0259,10,14847,4,Diwali,UPI
1267,TXN001267,01-02-2025,ST266,CU08499,PR0588,10,2917,33,Holi,Card
1268,TXN001268,26-01-2025,ST026,CU01823,PR0922,10,8219,4,Diwali,UPI
1269,TXN001269,01-02-2025,ST449,CU01802,PR0553,6,1480,40,Normal Day,Card
1270,TXN001270,14-11-2025,ST462,CU08819,PR0173,10,11040,34,Diwali,Card
1271,TXN001271,15-04-2025,ST022,CU09677,PR0522,4,3028,18,Normal Day,UPI
1272,TXN001272,06-05-2025,ST333,CU01337,PR0510,4,11128,7,Diwali,UPI
1273,TXN001273,20-04-2025,ST122,CU01255,PR0236,8,6683,48,Diwali,Cash
1274,TXN001274,02-06-2025,ST267,CU00854,PR0618,7,4437,6,Holi,Card
1275,TXN001275,04-04-2025,ST291,CU04318,PR0441,3,10872,50,Sankranti,UPI
1276,TXN001276,04-06-2025,ST497,CU05595,PR0997,1,2191,17,Normal Day,Card
1277,TXN001277,03-06-2025,ST003,CU04396,PR0833,9,12553,32,Sankranti,UPI
1278,TXN001278,11-07-2025,ST183,CU00954,PR0031,10,529,47,Normal Day,UPI
1279,TXN001279,03-05-2025,ST039,CU03986,PR0588,4,14357,22,Diwali,Cash
1280,TXN001280,08-01-2025,ST243,CU08753,PR0521,3,10066,32,Sankranti,UPI
1281,TXN001281,16-09-2025,ST391,CU02583,PR0546,5,3030,8,Normal Day,Card
1282,TXN001282,23-06-2025,ST185,CU05321,PR0744,4,5307,33,Holi,Cash
1283,TXN001283,23-12-2025,ST168,CU02813,PR0493,6,12808,30,Diwali,UPI
1284,TXN001284,24-01-2025,ST490,CU00904,PR0171,3,5909,13,Holi,UPI
1285,TXN001285,08-11-2025,ST344,CU03872,PR0453,3,9165,47,Holi,Card
1286,TXN001286,09-08-2025,ST131,CU07479,PR0782,6,2311,1,Normal Day,Cash
1287,TXN001287,09-12-2025,ST053,CU01303,PR0602,1,12174,28,Diwali,Cash
1288,TXN001288,15-07-2025,ST057,CU03882,PR0202,10,15268,34,Diwali,Cash
1289,TXN001289,19-01-2025,ST382,CU07836,PR0297,7,18185,27,Diwali,Cash
1290,TXN001290,17-05-2025,ST095,CU00807,PR0826,2,11509,24,Sankranti,Card
1291,TXN001291,03-10-2025,ST470,CU08356,PR0387,8,14947,25,Sankranti,Card
1292,TXN001292,13-05-2025,ST293,CU03187,PR0948,6,4162,3,Normal Day,Cash
1293,TXN001293,15-12-2025,ST126,CU07870,PR0481,1,3598,18,Normal Day,Card
1294,TXN001294,27-02-2025,ST076,CU06719,PR0838,1,17507,20,Diwali,UPI
1295,TXN001295,23-11-2025,ST380,CU07226,PR0761,8,8089,43,Holi,Cash
1296,TXN001296,12-07-2025,ST364,CU06509,PR0518,5,15001,17,Diwali,UPI
1297,TXN001297,06-12-2025,ST052,CU00355,PR0579,7,12250,23,Sankranti,UPI
1298,TXN001298,02-04-2025,ST048,CU05520,PR0955,3,4119,12,Holi,UPI
1299,TXN001299,18-06-2025,ST290,CU00291,PR0280,10,15249,46,Diwali,Card
1300,TXN001300,16-07-2025,ST071,CU06719,PR0737,7,2657,28,Normal Day,UPI
1301,TXN001301,15-03-2025,ST079,CU09169,PR0082,4,9836,30,Sankranti,UPI
1302,TXN001302,19-11-2025,ST286,CU02209,PR0222,9,753,34,Normal Day,UPI
1303,TXN001303,13-05-2025,ST056,CU04989,PR0144,1,2603,18,Normal Day,Cash
1304,TXN001304,20-03-2025,ST054,CU01984,PR0835,2,665,17,Normal Day,UPI
1305,TXN001305,25-01-2025,ST172,CU00891,PR0733,4,5449,1,Holi,UPI
1306,TXN001306,21-01-2025,ST184,CU00807,PR0660,10,6959,18,Holi,Cash
1307,TXN001307,24-12-2025,ST060,CU01770,PR0906,2,4113,36,Sankranti,Card
1308,TXN001308,26-02-2025,ST154,CU06551,PR0095,4,6816,13,Holi,Cash
1309,TXN001309,26-04-2025,ST403,CU01067,PR0337,3,10806,49,Sankranti,UPI
1310,TXN001310,26-02-2025,ST089,CU01188,PR0489,3,4199,36,Sankranti,Card
1311,TXN001311,27-05-2025,ST142,CU00691,PR0498,8,2266,30,Holi,Card
1312,TXN001312,10-12-2025,ST153,CU08754,PR0794,2,9066,35,Holi,Card
1313,TXN001313,24-07-2025,ST408,CU01334,PR0255,3,5679,0,Sankranti,Card
1314,TXN001314,02-06-2025,ST261,CU04362,PR0367,2,10937,35,Sankranti,UPI
1315,TXN001315,03-01-2025,ST062,CU04983,PR0018,10,4103,20,Normal Day,Card
1316,TXN001316,23-01-2025,ST042,CU05338,PR0310,10,10116,44,Diwali,Cash
1317,TXN001317,04-12-2025,ST292,CU06163,PR0295,6,168,36,Normal Day,Cash
1318,TXN001318,28-02-2025,ST006,CU03212,PR0004,7,2491,43,Normal Day,Card
1319,TXN001319,17-01-2025,ST011,CU01363,PR0025,2,5186,7,Holi,Card
1320,TXN001320,24-06-2025,ST080,CU09087,PR0760,3,5024,46,Holi,Card
1321,TXN001321,14-12-2025,ST362,CU08477,PR0002,6,7187,5,Holi,Card
1322,TXN001322,13-12-2025,ST266,CU08925,PR0426,1,17054,0,Diwali,Card
1323,TXN001323,07-06-2025,ST282,CU01338,PR0639,10,5818,20,Sankranti,Cash
1324,TXN001324,03-03-2025,ST362,CU09103,PR0183,9,3231,16,Holi,Card
1325,TXN001325,20-02-2025,ST480,CU02408,PR0391,2,3749,17,Normal Day,Card
1326,TXN001326,19-12-2025,ST071,CU08461,PR0062,8,12210,16,Sankranti,Card
1327,TXN001327,02-09-2025,ST242,CU06194,PR0318,9,9898,43,Holi,Card
1328,TXN001328,20-02-2025,ST325,CU01269,PR0565,8,2081,12,Normal Day,UPI
1329,TXN001329,16-07-2025,ST344,CU09028,PR0554,9,6585,13,Holi,UPI
1330,TXN001330,04-03-2025,ST498,CU07907,PR0913,6,12169,22,Sankranti,UPI
1331,TXN001331,28-12-2025,ST468,CU08672,PR0011,3,15211,32,Diwali,UPI
1332,TXN001332,22-11-2025,ST241,CU09670,PR0735,4,12072,43,Sankranti,Cash
1333,TXN001333,12-12-2025,ST115,CU01019,PR0345,8,8648,9,Sankranti,UPI
1334,TXN001334,03-10-2025,ST206,CU00710,PR0735,8,480,7,Normal Day,Card
1335,TXN001335,04-06-2025,ST252,CU05416,PR0839,6,4129,26,Holi,Cash
1336,TXN001336,18-06-2025,ST387,CU06458,PR0196,5,9420,6,Holi,Card
1337,TXN001337,26-02-2025,ST500,CU00651,PR0714,1,6837,22,Sankranti,Cash
1338,TXN001338,12-10-2025,ST045,CU02331,PR0973,10,8383,16,Holi,Cash
1339,TXN001339,23-04-2025,ST215,CU00226,PR0953,2,12229,8,Sankranti,Cash
1340,TXN001340,20-10-2025,ST057,CU07905,PR0206,4,3948,30,Holi,Cash
1341,TXN001341,28-05-2025,ST123,CU05470,PR0418,3,1091,48,Normal Day,UPI
1342,TXN001342,20-02-2025,ST443,CU04026,PR0478,8,7394,38,Diwali,UPI
1343,TXN001343,28-07-2025,ST228,CU04585,PR0849,4,8732,29,Holi,UPI
1344,TXN001344,19-08-2025,ST447,CU07386,PR0298,4,3508,49,Sankranti,Cash
1345,TXN001345,08-01-2025,ST128,CU08471,PR0263,5,513,2,Normal Day,Cash
1346,TXN001346,02-02-2025,ST438,CU02377,PR0030,3,12395,23,Sankranti,Cash
1347,TXN001347,08-11-2025,ST467,CU01742,PR0306,7,11634,28,Diwali,Cash
1348,TXN001348,20-02-2025,ST306,CU01191,PR0612,2,5825,27,Diwali,Card
1349,TXN001349,21-12-2025,ST494,CU05050,PR0403,1,6459,7,Holi,Cash
1350,TXN001350,07-02-2025,ST461,CU04874,PR0447,9,145,19,Normal Day,Card
1351,TXN001351,22-04-2025,ST250,CU07530,PR0783,5,4940,24,Normal Day,UPI
1352,TXN001352,14-07-2025,ST416,CU09611,PR0738,5,5341,34,Diwali,UPI
1353,TXN001353,20-08-2025,ST017,CU07759,PR0271,8,3953,43,Holi,Cash
1354,TXN001354,09-03-2025,ST298,CU02562,PR0316,7,11883,4,Sankranti,UPI
1355,TXN001355,27-05-2025,ST226,CU08208,PR0748,4,7610,14,Holi,UPI
1356,TXN001356,16-01-2025,ST470,CU09001,PR0554,3,4521,39,Normal Day,UPI
1357,TXN001357,02-11-2025,ST074,CU02054,PR0988,4,3688,0,Sankranti,Cash
1358,TXN001358,09-12-2025,ST138,CU08333,PR0321,10,3453,32,Normal Day,Cash
1359,TXN001359,08-05-2025,ST403,CU05262,PR0622,9,2232,2,Holi,Cash
1360,TXN001360,03-02-2025,ST216,CU02829,PR0055,2,3476,7,Normal Day,UPI
1361,TXN001361,12-10-2025,ST264,CU00891,PR0656,4,16624,8,Diwali,Card
1362,TXN001362,11-02-2025,ST169,CU02423,PR0930,3,4227,6,Sankranti,UPI
1363,TXN001363,15-06-2025,ST405,CU03690,PR0434,9,8448,22,Holi,Card
1364,TXN001364,28-03-2025,ST106,CU07550,PR0707,3,9970,40,Holi,Cash
1365,TXN001365,12-04-2025,ST279,CU06765,PR0449,4,8747,14,Sankranti,Cash
1366,TXN001366,27-03-2025,ST421,CU09157,PR0565,1,17558,41,Diwali,Cash
1367,TXN001367,01-03-2025,ST187,CU08550,PR0602,4,6494,36,Holi,UPI
1368,TXN001368,22-09-2025,ST329,CU06200,PR0294,5,13388,26,Diwali,Card
1369,TXN001369,25-12-2025,ST147,CU03287,PR0029,7,8552,37,Holi,Card
1370,TXN001370,16-06-2025,ST160,CU08911,PR0147,5,4035,9,Normal Day,Card
1371,TXN001371,08-10-2025,ST034,CU08799,PR0651,10,3445,9,Normal Day,UPI
1372,TXN001372,11-06-2025,ST211,CU01255,PR0104,6,12255,35,Sankranti,Cash
1373,TXN001373,19-02-2025,ST495,CU02764,PR0902,5,6794,46,Holi,Cash
1374,TXN001374,16-02-2025,ST090,CU02389,PR0693,9,8892,7,Holi,Card
1375,TXN001375,12-04-2025,ST470,CU08661,PR0782,7,4152,49,Normal Day,UPI
1376,TXN001376,21-08-2025,ST130,CU00579,PR0622,2,7827,44,Sankranti,Card
1377,TXN001377,14-12-2025,ST178,CU02955,PR0053,4,11260,30,Sankranti,Cash
1378,TXN001378,28-06-2025,ST241,CU00321,PR0790,6,8410,32,Sankranti,Card
1379,TXN001379,11-01-2025,ST246,CU01681,PR0967,3,18938,35,Diwali,UPI
1380,TXN001380,07-10-2025,ST155,CU01861,PR0760,1,8635,21,Sankranti,Card
1381,TXN001381,03-10-2025,ST253,CU07951,PR0217,5,4552,19,Sankranti,Card
1382,TXN001382,06-10-2025,ST083,CU03975,PR0807,8,3059,1,Holi,Cash
1383,TXN001383,20-07-2025,ST048,CU03888,PR0415,6,112,10,Normal Day,Card
1384,TXN001384,19-02-2025,ST269,CU00221,PR0916,6,3027,39,Normal Day,UPI
1385,TXN001385,01-05-2025,ST024,CU02917,PR0600,9,2012,7,Normal Day,Cash
1386,TXN001386,01-08-2025,ST036,CU06151,PR0633,3,12634,37,Diwali,UPI
1387,TXN001387,08-12-2025,ST496,CU00109,PR0973,1,14356,45,Diwali,Card
1388,TXN001388,14-05-2025,ST485,CU08702,PR0379,9,12143,25,Diwali,Cash
1389,TXN001389,20-01-2025,ST091,CU01971,PR0525,10,3652,25,Normal Day,Cash
1390,TXN001390,12-08-2025,ST004,CU07269,PR0708,9,4092,2,Holi,UPI
1391,TXN001391,14-03-2025,ST360,CU02736,PR0664,5,18230,38,Diwali,Card
1392,TXN001392,19-03-2025,ST264,CU06154,PR0790,1,18242,36,Diwali,UPI
1393,TXN001393,14-03-2025,ST431,CU06498,PR0767,4,8240,6,Diwali,Card
1394,TXN001394,02-03-2025,ST353,CU06629,PR0953,1,2487,37,Normal Day,UPI
1395,TXN001395,07-06-2025,ST454,CU07640,PR0282,8,5723,9,Sankranti,Card
1396,TXN001396,25-06-2025,ST485,CU06943,PR0465,10,4388,20,Holi,Card
1397,TXN001397,20-07-2025,ST244,CU05800,PR0909,6,9477,36,Sankranti,Cash
1398,TXN001398,18-08-2025,ST191,CU05018,PR0236,4,5159,25,Sankranti,Cash
1399,TXN001399,06-11-2025,ST448,CU02951,PR0399,7,2587,47,Normal Day,UPI
1400,TXN001400,12-10-2025,ST067,CU06509,PR0169,1,2815,9,Normal Day,Card
1401,TXN001401,26-12-2025,ST334,CU08802,PR0253,2,14724,31,Sankranti,UPI
1402,TXN001402,08-01-2025,ST350,CU01685,PR0139,3,15497,22,Diwali,UPI
1403,TXN001403,03-03-2025,ST211,CU01431,PR0698,8,5106,29,Holi,UPI
1404,TXN001404,07-10-2025,ST324,CU06521,PR0912,8,8413,2,Diwali,Cash
1405,TXN001405,03-01-2025,ST056,CU01401,PR0187,3,2228,42,Normal Day,UPI
1406,TXN001406,02-04-2025,ST135,CU01717,PR0808,7,4105,0,Normal Day,Card
1407,TXN001407,20-03-2025,ST479,CU08624,PR0511,3,2512,3,Normal Day,Card
1408,TXN001408,02-09-2025,ST453,CU06792,PR0501,2,10425,45,Sankranti,Cash
1409,TXN001409,27-06-2025,ST334,CU01234,PR0571,6,14813,48,Diwali,Card
1410,TXN001410,26-04-2025,ST040,CU05877,PR0264,4,13510,14,Sankranti,Cash
1411,TXN001411,21-03-2025,ST249,CU03683,PR0720,2,8378,0,Sankranti,Cash
1412,TXN001412,16-05-2025,ST391,CU08465,PR0821,6,9346,9,Diwali,UPI
1413,TXN001413,23-05-2025,ST108,CU04346,PR0211,1,111,49,Normal Day,UPI
1414,TXN001414,07-08-2025,ST230,CU01296,PR0524,2,8150,41,Holi,Cash
1415,TXN001415,01-06-2025,ST171,CU08138,PR0413,3,14048,50,Sankranti,Cash
1416,TXN001416,23-01-2025,ST202,CU08788,PR0676,4,3890,17,Normal Day,UPI
1417,TXN001417,16-02-2025,ST048,CU08485,PR0937,10,10442,37,Diwali,Cash
1418,TXN001418,13-06-2025,ST076,CU01705,PR0296,7,10252,8,Sankranti,UPI
1419,TXN001419,20-03-2025,ST392,CU06016,PR0851,1,8588,19,Holi,Cash
1420,TXN001420,24-12-2025,ST108,CU01805,PR0840,10,9910,32,Holi,Card
1421,TXN001421,25-05-2025,ST216,CU07510,PR0935,4,3494,38,Normal Day,UPI
1422,TXN001422,28-01-2025,ST242,CU00969,PR0362,8,4820,29,Holi,Card
1423,TXN001423,11-06-2025,ST361,CU04661,PR0538,10,3047,10,Normal Day,Card
1424,TXN001424,05-02-2025,ST037,CU03052,PR0205,3,4786,26,Normal Day,UPI
1425,TXN001425,01-06-2025,ST177,CU07770,PR0788,5,7013,38,Sankranti,Card
1426,TXN001426,25-03-2025,ST384,CU05120,PR0646,8,2055,15,Normal Day,Card
1427,TXN001427,09-09-2025,ST255,CU00795,PR0826,3,9509,17,Diwali,Cash
1428,TXN001428,27-01-2025,ST245,CU03560,PR0263,10,7624,8,Holi,Card
1429,TXN001429,24-08-2025,ST275,CU03775,PR0081,3,6466,16,Holi,Cash
1430,TXN001430,13-03-2025,ST225,CU03386,PR0479,10,12190,29,Diwali,Cash
1431,TXN001431,28-08-2025,ST226,CU09827,PR0989,1,7264,35,Diwali,UPI
1432,TXN001432,26-07-2025,ST275,CU04062,PR0887,5,4217,37,Holi,UPI
1433,TXN001433,24-08-2025,ST397,CU07065,PR0781,6,15663,23,Diwali,Cash
1434,TXN001434,04-05-2025,ST215,CU00491,PR0803,2,12533,39,Sankranti,Cash
1435,TXN001435,02-08-2025,ST200,CU02734,PR0667,2,11502,26,Diwali,Card
1436,TXN001436,09-08-2025,ST193,CU08405,PR0574,2,4659,14,Holi,Card
1437,TXN001437,11-08-2025,ST275,CU02362,PR0292,3,4967,30,Normal Day,Card
1438,TXN001438,23-05-2025,ST368,CU04536,PR0155,1,3691,9,Sankranti,Cash
1439,TXN001439,10-09-2025,ST231,CU02673,PR0067,9,17690,40,Diwali,Card
1440,TXN001440,10-05-2025,ST423,CU01243,PR0436,4,14436,14,Diwali,Card
1441,TXN001441,19-10-2025,ST350,CU04846,PR0209,10,2007,28,Normal Day,Cash
1442,TXN001442,08-04-2025,ST075,CU09868,PR0818,5,17459,47,Diwali,Cash
1443,TXN001443,25-03-2025,ST252,CU07946,PR0409,2,3231,2,Sankranti,UPI
1444,TXN001444,10-04-2025,ST192,CU02547,PR0428,8,14830,48,Sankranti,Card
1445,TXN001445,14-12-2025,ST159,CU04872,PR0951,10,6490,19,Holi,Cash
1446,TXN001446,20-07-2025,ST041,CU01841,PR0699,1,4397,2,Normal Day,UPI
1447,TXN001447,06-02-2025,ST019,CU09624,PR0746,1,14259,28,Diwali,Cash
1448,TXN001448,15-08-2025,ST029,CU08218,PR0207,3,3802,47,Normal Day,Card
1449,TXN001449,20-04-2025,ST304,CU02661,PR0200,4,9277,40,Sankranti,Cash
1450,TXN001450,05-03-2025,ST437,CU04639,PR0185,7,367,0,Normal Day,Cash
1451,TXN001451,21-12-2025,ST434,CU08921,PR0812,9,3740,41,Sankranti,UPI
1452,TXN001452,16-01-2025,ST183,CU01706,PR0798,2,14210,48,Sankranti,Cash
1453,TXN001453,04-08-2025,ST320,CU05957,PR0058,2,506,8,Normal Day,Card
1454,TXN001454,11-01-2025,ST486,CU03845,PR0601,2,15963,47,Diwali,Card
1455,TXN001455,10-02-2025,ST098,CU09607,PR0654,7,9026,41,Sankranti,Card
1456,TXN001456,28-11-2025,ST046,CU07930,PR0816,10,4981,0,Normal Day,UPI
1457,TXN001457,12-04-2025,ST417,CU07213,PR0707,10,8644,18,Holi,Card
1458,TXN001458,22-03-2025,ST376,CU06663,PR0567,6,1064,21,Normal Day,Card
1459,TXN001459,27-04-2025,ST367,CU07357,PR0679,2,3542,48,Normal Day,Card
1460,TXN001460,23-07-2025,ST076,CU01139,PR0795,4,10163,31,Sankranti,Cash
1461,TXN001461,15-06-2025,ST228,CU03715,PR0744,8,6159,36,Holi,UPI
1462,TXN001462,28-02-2025,ST160,CU03527,PR0638,10,8357,50,Diwali,Cash
1463,TXN001463,20-07-2025,ST339,CU04877,PR0813,10,4677,5,Holi,UPI
1464,TXN001464,11-11-2025,ST429,CU07337,PR0280,7,6435,50,Holi,UPI
1465,TXN001465,18-08-2025,ST034,CU07170,PR0352,3,9959,24,Sankranti,Cash
1466,TXN001466,17-04-2025,ST363,CU04325,PR0353,6,14177,6,Sankranti,Cash
1467,TXN001467,18-03-2025,ST235,CU01129,PR0973,2,8840,33,Holi,UPI
1468,TXN001468,25-07-2025,ST014,CU08136,PR0628,7,1740,34,Normal Day,Card
1469,TXN001469,28-07-2025,ST088,CU00558,PR0055,10,3174,48,Holi,UPI
1470,TXN001470,25-06-2025,ST300,CU07772,PR0744,9,11051,22,Sankranti,Cash
1471,TXN001471,26-11-2025,ST357,CU01474,PR0323,3,768,32,Normal Day,Cash
1472,TXN001472,11-12-2025,ST251,CU01855,PR0452,3,8710,39,Holi,UPI
1473,TXN001473,09-10-2025,ST491,CU08259,PR0861,10,1651,9,Normal Day,Cash
1474,TXN001474,08-06-2025,ST418,CU04024,PR0854,10,3834,13,Normal Day,Card
1475,TXN001475,26-03-2025,ST436,CU05522,PR0721,2,8148,8,Sankranti,Cash
1476,TXN001476,01-02-2025,ST404,CU00690,PR0079,4,753,24,Normal Day,Cash
1477,TXN001477,27-10-2025,ST394,CU08968,PR0219,8,625,21,Normal Day,Cash
1478,TXN001478,02-08-2025,ST423,CU00176,PR0978,5,14529,19,Sankranti,UPI
1479,TXN001479,15-04-2025,ST392,CU00323,PR0818,10,12818,14,Sankranti,Card
