Customer_ID,Age_group,Gender,Loyality_Status
CU02233,36-45,Female,Gold
CU02234,46-60,Male,Gold
CU02235,18-25,Male,Silver
CU02236,36-45,Female,Silver
CU02237,36-45,Male,Silver
CU02238,26-35,Female,Silver
CU02239,36-45,Female,Silver
CU02240,26-35,Male,Bronze
CU02241,60+,Male,Bronze
CU02242,18-25,Female,Non-Member
CU02243,60+,Female,Gold
CU02244,18-25,Female,Non-Member
CU02245,36-45,Female,Gold
CU02246,36-45,Female,Gold
CU02247,46-60,Female,Silver
CU02248,46-60,Female,Bronze
CU02249,36-45,Male,Silver
CU02250,18-25,Male,Gold
CU02251,18-25,Male,Non-Member
CU02252,26-35,Female,Non-Member
CU02253,60+,Female,Non-Member
CU02254,60+,Male,Non-Member
CU02255,46-60,Male,Silver
CU02256,18-25,Female,Non-Member
CU02257,36-45,Male,Silver
CU02258,36-45,Female,Non-Member
CU02259,18-25,Female,Silver
CU02260,46-60,Female,Non-Member
CU02261,26-35,Male,Gold
CU02262,18-25,Male,Silver
CU02263,18-25,Male,Non-Member
CU02264,18-25,Female,Silver
CU02265,36-45,Female,Non-Member
CU02266,18-25,Male,Gold
CU02267,36-45,Male,Gold
CU02268,36-45,Female,Gold
CU02269,26-35,Female,Non-Member
CU02270,46-60,Male,Non-Member
CU02271,36-45,Female,Non-Member
CU02272,60+,Male,Gold
CU02273,26-35,Male,Gold
CU02274,26-35,Female,Bronze
CU02275,26-35,Male,Non-Member
CU02276,18-25,Female,Silver
CU02277,46-60,Male,Gold
CU02278,26-35,Male,Bronze
CU02279,18-25,Female,Silver
CU02280,36-45,Female,Gold
CU02281,26-35,Female,Bronze
CU02282,18-25,Female,Gold
CU02283,60+,Male,Gold
CU02284,18-25,Male,Silver
CU02285,26-35,Male,Silver
CU02286,60+,Male,Silver
CU02287,26-35,Female,Silver
CU02288,26-35,Male,Bronze
CU02289,18-25,Male,Silver
CU02290,46-60,Male,Gold
CU02291,26-35,Female,Bronze
CU02292,26-35,Female,Gold
CU02293,46-60,Male,Gold
CU02294,60+,Male,Silver
CU02295,26-35,Male,Non-Member
CU02296,36-45,Female,Gold
CU02297,26-35,Male,Bronze
CU02298,36-45,Male,Bronze
CU02299,18-25,Female,Gold
CU02300,18-25,Male,Silver
CU02301,26-35,Female,Gold
CU02302,18-25,Female,Non-Member
CU02303,60+,Female,Non-Member
CU02304,46-60,Male,Non-Member
CU02305,26-35,Female,Non-Member
CU02306,60+,Male,Gold
CU02307,46-60,Male,Bronze
CU02308,46-60,Female,Non-Member
CU02309,60+,Female,Silver
CU02310,60+,Male,Silver
CU02311,26-35,Female,Bronze
CU02312,18-25,Male,Gold
CU02313,26-35,Male,Non-Member
CU02314,60+,Female,Silver
CU02315,18-25,Male,Silver
CU02316,60+,Male,Non-Member
CU02317,46-60,Male,Gold
CU02318,46-60,Male,Gold
CU02319,36-45,Male,Non-Member
CU02320,18-25,Female,Non-Member
CU02321,36-45,Male,Non-Member
CU02322,26-35,Male,Bronze
CU02323,46-60,Male,Non-Member
CU02324,36-45,Female,Gold
CU02325,46-60,Male,Bronze
CU02326,18-25,Female,Bronze
CU02327,36-45,Male,Non-Member
CU02328,36-45,Female,Gold
CU02329,46-60,Male,Non-Member
CU02330,46-60,Female,Non-Member
CU02331,26-35,Female,Gold
CU02332,60+,Female,Bronze
CU02333,26-35,Male,Silver
CU02334,36-45,Female,Gold
CU02335,18-25,Male,Bronze
CU02336,26-35,Male,Gold
CU02337,36-45,Male,Non-Member
CU02338,60+,Male,Non-Member
CU02339,18-25,Female,Bronze
CU02340,60+,Female,Silver
CU02341,46-60,Female,Non-Member
CU02342,36-45,Male,Silver
CU02343,36-45,Female,Bronze
CU02344,36-45,Female,Bronze
CU02345,18-25,Female,Bronze
CU02346,18-25,Female,Non-Member
CU02347,60+,Male,Bronze
CU02348,26-35,Male,Bronze
CU02349,18-25,Male,Non-Member
CU02350,60+,Female,Gold
CU02351,60+,Female,Bronze
CU02352,46-60,Female,Bronze
CU02353,26-35,Female,Gold
CU02354,46-60,Male,Bronze
CU02355,18-25,Male,Silver
CU02356,36-45,Female,Non-Member
CU02357,26-35,Female,Gold
CU02358,18-25,Male,Gold
CU02359,36-45,Male,Silver
CU02360,26-35,Female,Bronze
CU02361,46-60,Male,Gold
CU02362,18-25,Male,Silver
CU02363,18-25,Female,Silver
CU02364,60+,Female,Silver
CU02365,26-35,Male,Gold
CU02366,60+,Male,Silver
CU02367,36-45,Male,Silver
CU02368,46-60,Male,Silver
CU02369,26-35,Female,Non-Member
CU02370,60+,Female,Silver
CU02371,18-25,Male,Bronze
CU02372,46-60,Male,Bronze
CU02373,26-35,Female,Non-Member
CU02374,60+,Female,Silver
CU02375,18-25,Male,Bronze
CU02376,18-25,Male,Gold
CU02377,60+,Female,Non-Member
CU02378,36-45,Female,Non-Member
CU02379,26-35,Male,Bronze
CU02380,60+,Male,Silver
CU02381,46-60,Male,Non-Member
CU02382,46-60,Female,Non-Member
CU02383,36-45,Female,Bronze
CU02384,60+,Male,Non-Member
CU02385,60+,Male,Non-Member
CU02386,46-60,Male,Gold
CU02387,18-25,Male,Non-Member
CU02388,60+,Female,Silver
CU02389,36-45,Female,Gold
CU02390,36-45,Female,Silver
CU02391,36-45,Male,Silver
CU02392,18-25,Female,Non-Member
CU02393,60+,Male,Silver
CU02394,18-25,Female,Non-Member
CU02395,60+,Male,Silver
CU02396,46-60,Male,Non-Member
CU02397,36-45,Male,Gold
CU02398,18-25,Female,Silver
CU02399,18-25,Female,Non-Member
CU02400,60+,Female,Silver
CU02401,46-60,Male,Gold
CU02402,60+,Female,Bronze
CU02403,60+,Female,Silver
CU02404,18-25,Male,Non-Member
CU02405,26-35,Female,Gold
CU02406,46-60,Male,Bronze
CU02407,60+,Female,Gold
CU02408,26-35,Male,Gold
CU02409,46-60,Female,Silver
CU02410,18-25,Male,Non-Member
CU02411,46-60,Male,Gold
CU02412,46-60,Female,Gold
CU02413,36-45,Female,Bronze
CU02414,36-45,Female,Silver
CU02415,36-45,Male,Non-Member
CU02416,26-35,Female,Gold
CU02417,46-60,Female,Non-Member
CU02418,26-35,Female,Bronze
CU02419,60+,Male,Silver
CU02420,36-45,Female,Bronze
CU02421,18-25,Male,Non-Member
CU02422,36-45,Female,Silver
CU02423,60+,Male,Bronze
CU02424,36-45,Male,Gold
CU02425,26-35,Female,Bronze
CU02426,18-25,Male,Non-Member
CU02427,26-35,Female,Gold
CU02428,36-45,Male,Gold
CU02429,60+,Male,Non-Member
CU02430,60+,Male,Silver
CU02431,60+,Female,Bronze
CU02432,18-25,Female,Non-Member
CU02433,18-25,Female,Silver
CU02434,60+,Female,Silver
CU02435,36-45,Male,Silver
CU02436,36-45,Female,Gold
CU02437,18-25,Female,Non-Member
CU02438,46-60,Female,Gold
CU02439,18-25,Male,Gold
CU02440,26-35,Male,Gold
CU02441,36-45,Male,Gold
CU02442,26-35,Male,Gold
CU02443,46-60,Female,Non-Member
CU02444,60+,Female,Bronze
CU02445,46-60,Male,Silver
CU02446,60+,Male,Bronze
CU02447,36-45,Male,Non-Member
CU02448,60+,Male,Non-Member
CU02449,26-35,Female,Silver
CU02450,18-25,Female,Silver
CU02451,18-25,Female,Non-Member
CU02452,60+,Female,Gold
CU02453,36-45,Male,Non-Member
CU02454,18-25,Female,Bronze
CU02455,36-45,Female,Non-Member
CU02456,60+,Female,Bronze
CU02457,46-60,Female,Non-Member
CU02458,18-25,Female,Non-Member
CU02459,46-60,Male,Bronze
CU02460,60+,Male,Silver
CU02461,36-45,Female,Bronze
CU02462,36-45,Female,Silver
CU02463,26-35,Male,Gold
CU02464,26-35,Female,Gold
CU02465,18-25,Female,Gold
CU02466,18-25,Female,Silver
CU02467,26-35,Female,Silver
CU02468,36-45,Male,Non-Member
CU02469,36-45,Male,Gold
CU02470,46-60,Female,Non-Member
CU02471,36-45,Male,Bronze
CU02472,60+,Male,Silver
CU02473,18-25,Female,Non-Member
CU02474,46-60,Male,Gold
CU02475,46-60,Female,Gold
CU02476,18-25,Female,Non-Member
CU02477,46-60,Female,Gold
CU02478,18-25,Female,Gold
CU02479,60+,Male,Non-Member
CU02480,46-60,Male,Silver
CU02481,60+,Female,Bronze
CU02482,26-35,Male,Non-Member
CU02483,26-35,Female,Bronze
CU02484,26-35,Female,Gold
CU02485,18-25,Female,Silver
CU02486,26-35,Female,Bronze
CU02487,46-60,Female,Bronze
CU02488,60+,Male,Bronze
CU02489,26-35,Female,Gold
CU02490,36-45,Female,Bronze
CU02491,46-60,Female,Bronze
CU02492,18-25,Female,Silver
CU02493,18-25,Female,Gold
CU02494,26-35,Female,Non-Member
CU02495,60+,Male,Gold
CU02496,46-60,Female,Bronze
CU02497,46-60,Female,Gold
CU02498,18-25,Female,Non-Member
CU02499,46-60,Female,Silver
CU02500,18-25,Female,Gold
CU02501,60+,Male,Bronze
CU02502,26-35,Male,Non-Member
CU02503,36-45,Male,Bronze
CU02504,26-35,Female,Gold
CU02505,60+,Male,Non-Member
CU02506,36-45,Female,Bronze
CU02507,18-25,Male,Non-Member
CU02508,36-45,Male,Silver
CU02509,36-45,Female,Silver
CU02510,46-60,Female,Non-Member
CU02511,18-25,Male,Gold
CU02512,26-35,Female,Gold
CU02513,60+,Male,Gold
CU02514,60+,Male,Bronze
CU02515,26-35,Male,Gold
CU02516,46-60,Female,Gold
CU02517,60+,Male,Non-Member
CU02518,26-35,Female,Non-Member
CU02519,36-45,Female,Gold
CU02520,18-25,Female,Non-Member
CU02521,26-35,Female,Bronze
CU02522,18-25,Male,Bronze
CU02523,36-45,Female,Gold
CU02524,46-60,Female,Silver
CU02525,26-35,Female,Bronze
CU02526,18-25,Female,Silver
CU02527,36-45,Male,Bronze
CU02528,36-45,Male,Gold
CU02529,60+,Female,Non-Member
CU02530,26-35,Male,Non-Member
CU02531,36-45,Male,Gold
CU02532,36-45,Male,Non-Member
CU02533,26-35,Female,Bronze
CU02534,36-45,Female,Gold
CU02535,60+,Male,Silver
CU02536,26-35,Male,Bronze
CU02537,36-45,Female,Gold
CU02538,46-60,Male,Silver
CU02539,36-45,Male,Bronze
CU02540,18-25,Male,Bronze
CU02541,36-45,Female,Bronze
CU02542,18-25,Female,Gold
CU02543,26-35,Male,Bronze
CU02544,60+,Female,Non-Member
CU02545,46-60,Female,Non-Member
CU02546,18-25,Female,Gold
CU02547,18-25,Male,Gold
CU02548,46-60,Female,Non-Member
CU02549,46-60,Female,Gold
CU02550,26-35,Male,Gold
CU02551,36-45,Female,Non-Member
CU02552,46-60,Male,Silver
CU02553,18-25,Female,Gold
CU02554,60+,Female,Bronze
CU02555,26-35,Female,Gold
CU02556,60+,Female,Bronze
CU02557,26-35,Female,Bronze
CU02558,26-35,Female,Gold
CU02559,60+,Female,Silver
CU02560,36-45,Female,Gold
CU02561,18-25,Male,Bronze
CU02562,60+,Female,Non-Member
CU02563,46-60,Male,Bronze
CU02564,36-45,Female,Bronze
CU02565,60+,Male,Bronze
CU02566,46-60,Male,Silver
CU02567,18-25,Male,Gold
CU02568,26-35,Female,Non-Member
CU02569,26-35,Female,Bronze
CU02570,36-45,Female,Non-Member
CU02571,60+,Female,Bronze
CU02572,36-45,Female,Bronze
CU02573,60+,Female,Gold
CU02574,60+,Female,Non-Member
CU02575,36-45,Female,Non-Member
CU02576,26-35,Male,Non-Member
CU02577,26-35,Female,Gold
CU02578,60+,Male,Gold
CU02579,60+,Female,Gold
CU02580,60+,Female,Silver
CU02581,36-45,Female,Silver
CU02582,46-60,Female,Silver
CU02583,18-25,Female,Silver
CU02584,60+,Male,Non-Member
CU02585,46-60,Male,Gold
CU02586,36-45,Female,Silver
CU02587,26-35,Male,Gold
CU02588,36-45,Male,Non-Member
CU02589,36-45,Female,Bronze
CU02590,60+,Female,Bronze
CU02591,26-35,Male,Non-Member
CU02592,18-25,Male,Non-Member
CU02593,36-45,Female,Gold
CU02594,60+,Male,Gold
CU02595,36-45,Male,Silver
CU02596,26-35,Female,Non-Member
CU02597,60+,Female,Bronze
CU02598,36-45,Male,Gold
CU02599,46-60,Male,Silver
CU02600,60+,Male,Silver
CU02601,36-45,Male,Silver
CU02602,18-25,Male,Silver
CU02603,46-60,Male,Silver
CU02604,46-60,Male,Silver
CU02605,36-45,Male,Silver
CU02606,18-25,Female,Gold
CU02607,26-35,Male,Gold
CU02608,36-45,Male,Silver
CU02609,18-25,Female,Non-Member
CU02610,18-25,Female,Non-Member
CU02611,60+,Female,Silver
CU02612,18-25,Female,Silver
CU02613,36-45,Female,Non-Member
CU02614,36-45,Male,Bronze
CU02615,36-45,Female,Gold
CU02616,46-60,Female,Gold
CU02617,18-25,Female,Non-Member
CU02618,18-25,Male,Bronze
CU02619,36-45,Male,Non-Member
CU02620,36-45,Female,Bronze
CU02621,60+,Male,Gold
CU02622,26-35,Female,Gold
CU02623,18-25,Female,Gold
CU02624,60+,Male,Non-Member
CU02625,36-45,Male,Gold
CU02626,46-60,Female,Non-Member
CU02627,46-60,Male,Non-Member
CU02628,60+,Male,Silver
CU02629,18-25,Female,Bronze
CU02630,18-25,Male,Bronze
CU02631,60+,Male,Silver
CU02632,60+,Female,Bronze
CU02633,18-25,Male,Silver
CU02634,60+,Male,Non-Member
CU02635,26-35,Female,Silver
CU02636,36-45,Male,Gold
CU02637,18-25,Female,Non-Member
CU02638,18-25,Female,Bronze
CU02639,18-25,Male,Silver
CU02640,46-60,Female,Non-Member
CU02641,46-60,Female,Bronze
CU02642,60+,Female,Non-Member
CU02643,18-25,Male,Silver
CU02644,46-60,Female,Non-Member
CU02645,18-25,Female,Silver
CU02646,18-25,Male,Bronze
CU02647,18-25,Male,Silver
CU02648,60+,Female,Bronze
CU02649,60+,Female,Gold
CU02650,18-25,Female,Silver
CU02651,18-25,Male,Non-Member
CU02652,60+,Male,Non-Member
CU02653,36-45,Male,Silver
CU02654,36-45,Male,Non-Member
CU02655,36-45,Female,Gold
CU02656,60+,Female,Silver
CU02657,26-35,Male,Silver
CU02658,26-35,Male,Non-Member
CU02659,60+,Male,Bronze
CU02660,26-35,Female,Bronze
CU02661,18-25,Male,Bronze
CU02662,26-35,Male,Bronze
CU02663,26-35,Female,Silver
CU02664,46-60,Female,Non-Member
CU02665,46-60,Male,Gold
CU02666,36-45,Male,Silver
CU02667,60+,Male,Bronze
CU02668,46-60,Female,Gold
CU02669,26-35,Female,Gold
CU02670,26-35,Female,Bronze
CU02671,46-60,Male,Gold
CU02672,60+,Male,Gold
CU02673,36-45,Female,Non-Member
CU02674,18-25,Female,Non-Member
CU02675,60+,Female,Silver
CU02676,36-45,Male,Bronze
CU02677,26-35,Male,Gold
CU02678,46-60,Female,Gold
CU02679,18-25,Female,Non-Member
CU02680,60+,Female,Gold
CU02681,46-60,Female,Bronze
CU02682,60+,Male,Bronze
CU02683,36-45,Male,Gold
CU02684,36-45,Male,Bronze
CU02685,36-45,Male,Silver
CU02686,18-25,Male,Non-Member
CU02687,60+,Female,Gold
CU02688,26-35,Male,Bronze
CU02689,60+,Male,Gold
CU02690,26-35,Male,Silver
CU02691,60+,Female,Non-Member
CU02692,60+,Male,Non-Member
CU02693,46-60,Female,Non-Member
CU02694,60+,Female,Silver
CU02695,60+,Male,Bronze
CU02696,18-25,Male,Gold
CU02697,46-60,Female,Silver
CU02698,26-35,Male,Silver
CU02699,36-45,Male,Bronze
CU02700,60+,Female,Gold
CU02701,46-60,Male,Silver
CU02702,26-35,Male,Silver
CU02703,18-25,Female,Non-Member
CU02704,36-45,Male,Silver
CU02705,60+,Female,Bronze
CU02706,46-60,Female,Non-Member
CU02707,26-35,Female,Silver
CU02708,18-25,Male,Bronze
CU02709,46-60,Male,Silver
CU02710,36-45,Male,Gold
CU02711,60+,Female,Non-Member
CU02712,60+,Female,Non-Member
CU02713,18-25,Male,Silver
CU02714,60+,Female,Bronze
CU02715,18-25,Male,Gold
CU02716,60+,Male,Gold
CU02717,18-25,Male,Non-Member
CU02718,18-25,Male,Bronze
CU02719,46-60,Female,Non-Member
CU02720,26-35,Male,Non-Member
CU02721,46-60,Male,Bronze
CU02722,36-45,Male,Gold
CU02723,26-35,Male,Bronze
CU02724,26-35,Male,Bronze
CU02725,60+,Male,Bronze
CU02726,60+,Male,Non-Member
CU02727,46-60,Female,Bronze
CU02728,18-25,Female,Non-Member
CU02729,60+,Female,Bronze
CU02730,46-60,Male,Non-Member
CU02731,18-25,Female,Silver
CU02732,60+,Male,Gold
CU02733,36-45,Male,Silver
CU02734,26-35,Male,Non-Member
CU02735,18-25,Female,Bronze
CU02736,18-25,Male,Bronze
CU02737,46-60,Female,Gold
CU02738,46-60,Female,Gold
CU02739,26-35,Male,Non-Member
CU02740,18-25,Female,Bronze
CU02741,46-60,Female,Silver
CU02742,36-45,Female,Gold
CU02743,60+,Male,Non-Member
CU02744,18-25,Female,Bronze
CU02745,26-35,Male,Silver
CU02746,60+,Male,Gold
CU02747,18-25,Male,Bronze
CU02748,60+,Female,Silver
CU02749,60+,Male,Gold
CU02750,26-35,Male,Non-Member
CU02751,60+,Male,Silver
CU02752,60+,Male,Non-Member
CU02753,18-25,Female,Gold
CU02754,36-45,Male,Silver
CU02755,26-35,Female,Silver
CU02756,60+,Male,Bronze
CU02757,60+,Male,Gold
CU02758,60+,Female,Non-Member
CU02759,36-45,Female,Gold
CU02760,60+,Female,Bronze
CU02761,46-60,Male,Non-Member
CU02762,36-45,Male,Silver
CU02763,60+,Male,Silver
CU02764,36-45,Male,Non-Member
CU02765,18-25,Male,Non-Member
CU02766,60+,Female,Silver
CU02767,36-45,Female,Gold
CU02768,18-25,Female,Non-Member
CU02769,60+,Female,Bronze
CU02770,18-25,Female,Silver
CU02771,26-35,Male,Bronze
CU02772,18-25,Male,Gold
CU02773,26-35,Female,Gold
CU02774,60+,Male,Bronze
CU02775,60+,Male,Non-Member
CU02776,46-60,Male,Non-Member
CU02777,60+,Female,Non-Member
CU02778,26-35,Female,Bronze
CU02779,26-35,Male,Silver
CU02780,18-25,Male,Gold
CU02781,26-35,Male,Gold
CU02782,60+,Female,Gold
CU02783,46-60,Female,Bronze
CU02784,60+,Female,Bronze
CU02785,60+,Female,Gold
CU02786,36-45,Female,Silver
CU02787,36-45,Female,Bronze
CU02788,18-25,Male,Silver
CU02789,26-35,Female,Non-Member
CU02790,18-25,Male,Silver
CU02791,36-45,Male,Bronze
CU02792,60+,Male,Bronze
CU02793,46-60,Female,Gold
CU02794,46-60,Male,Non-Member
CU02795,26-35,Female,Non-Member
CU02796,36-45,Male,Silver
CU02797,26-35,Male,Bronze
CU02798,60+,Male,Silver
CU02799,18-25,Male,Non-Member
CU02800,46-60,Female,Non-Member
CU02801,26-35,Male,Gold
CU02802,26-35,Female,Non-Member
CU02803,18-25,Male,Bronze
CU02804,60+,Male,Silver
CU02805,46-60,Male,Bronze
CU02806,36-45,Female,Bronze
CU02807,36-45,Male,Silver
CU02808,46-60,Male,Silver
CU02809,36-45,Male,Non-Member
CU02810,26-35,Female,Silver
CU02811,46-60,Male,Silver
CU02812,26-35,Male,Bronze
CU02813,46-60,Female,Silver
CU02814,18-25,Female,Silver
CU02815,60+,Male,Gold
CU02816,46-60,Male,Silver
CU02817,46-60,Female,Silver
CU02818,18-25,Male,Non-Member
CU02819,46-60,Male,Gold
CU02820,26-35,Female,Bronze
CU02821,60+,Female,Silver
CU02822,36-45,Female,Non-Member
CU02823,18-25,Female,Gold
CU02824,36-45,Male,Gold
CU02825,60+,Female,Silver
CU02826,60+,Male,Non-Member
CU02827,26-35,Female,Non-Member
CU02828,36-45,Female,Silver
CU02829,18-25,Female,Non-Member
CU02830,18-25,Female,Bronze
CU02831,26-35,Female,Gold
CU02832,60+,Male,Silver
CU02833,18-25,Male,Non-Member
CU02834,36-45,Male,Non-Member
CU02835,26-35,Female,Non-Member
CU02836,46-60,Female,Gold
CU02837,18-25,Male,Silver
CU02838,60+,Male,Silver
CU02839,18-25,Male,Bronze
CU02840,18-25,Male,Non-Member
CU02841,60+,Male,Silver
CU02842,36-45,Male,Silver
CU02843,46-60,Female,Bronze
CU02844,46-60,Female,Silver
CU02845,46-60,Female,Gold
CU02846,36-45,Male,Silver
CU02847,36-45,Female,Non-Member
CU02848,60+,Female,Non-Member
CU02849,18-25,Female,Non-Member
CU02850,46-60,Female,Silver
CU02851,36-45,Female,Non-Member
CU02852,46-60,Female,Bronze
CU02853,46-60,Male,Silver
CU02854,18-25,Male,Silver
CU02855,26-35,Male,Bronze
CU02856,60+,Male,Gold
CU02857,60+,Female,Bronze
CU02858,46-60,Female,Bronze
CU02859,60+,Male,Gold
CU02860,26-35,Male,Bronze
CU02861,60+,Female,Silver
CU02862,60+,Male,Non-Member
CU02863,60+,Female,Non-Member
CU02864,46-60,Female,Non-Member
CU02865,36-45,Male,Silver
CU02866,36-45,Male,Non-Member
CU02867,18-25,Female,Silver
CU02868,60+,Female,Silver
CU02869,60+,Male,Bronze
CU02870,36-45,Female,Non-Member
CU02871,60+,Female,Bronze
CU02872,46-60,Female,Silver
CU02873,46-60,Female,Gold
CU02874,36-45,Male,Gold
CU02875,18-25,Male,Non-Member
CU02876,60+,Male,Non-Member
CU02877,46-60,Female,Gold
CU02878,46-60,Male,Bronze
CU02879,36-45,Female,Silver
CU02880,26-35,Female,Gold
CU02881,36-45,Female,Bronze
CU02882,36-45,Male,Bronze
CU02883,18-25,Female,Gold
CU02884,18-25,Male,Gold
CU02885,36-45,Female,Silver
CU02886,26-35,Male,Silver
CU02887,26-35,Female,Gold
CU02888,60+,Female,Non-Member
CU02889,46-60,Female,Gold
CU02890,46-60,Female,Silver
CU02891,46-60,Male,Gold
CU02892,46-60,Female,Silver
CU02893,60+,Female,Non-Member
CU02894,60+,Male,Gold
CU02895,18-25,Male,Bronze
CU02896,60+,Female,Bronze
CU02897,26-35,Female,Non-Member
CU02898,36-45,Male,Non-Member
CU02899,36-45,Male,Non-Member
CU02900,36-45,Male,Silver
CU02901,18-25,Female,Non-Member
CU02902,18-25,Male,Non-Member
CU02903,18-25,Female,Non-Member
CU02904,46-60,Female,Silver
CU02905,36-45,Female,Bronze
CU02906,36-45,Female,Non-Member
CU02907,60+,Female,Non-Member
CU02908,60+,Female,Non-Member
CU02909,36-45,Male,Silver
CU02910,36-45,Female,Non-Member
CU02911,60+,Female,Bronze
CU02912,26-35,Male,Bronze
CU02913,18-25,Male,Non-Member
CU02914,46-60,Male,Silver
CU02915,46-60,Male,Non-Member
CU02916,46-60,Male,Bronze
CU02917,36-45,Female,Silver
CU02918,60+,Male,Gold
CU02919,60+,Male,Non-Member
CU02920,36-45,Female,Non-Member
CU02921,36-45,Male,Non-Member
CU02922,36-45,Male,Silver
CU02923,36-45,Female,Gold
CU02924,60+,Female,Bronze
CU02925,46-60,Female,Bronze
CU02926,46-60,Male,Bronze
CU02927,36-45,Female,Bronze
CU02928,46-60,Female,Bronze
CU02929,46-60,Female,Bronze
CU02930,60+,Female,Silver
CU02931,26-35,Male,Gold
CU02932,46-60,Male,Gold
CU02933,46-60,Female,Bronze
CU02934,36-45,Male,Silver
CU02935,18-25,Male,Silver
CU02936,46-60,Female,Bronze
CU02937,46-60,Female,Bronze
CU02938,26-35,Male,Silver
CU02939,36-45,Male,Gold
CU02940,60+,Female,Gold
CU02941,18-25,Female,Silver
CU02942,60+,Male,Bronze
CU02943,26-35,Female,Non-Member
CU02944,18-25,Male,Gold
CU02945,36-45,Male,Non-Member
CU02946,18-25,Male,Bronze
CU02947,46-60,Male,Non-Member
CU02948,36-45,Female,Silver
CU02949,18-25,Male,Silver
CU02950,60+,Male,Bronze
CU02951,46-60,Male,Bronze
CU02952,46-60,Male,Non-Member
CU02953,18-25,Female,Silver
CU02954,18-25,Male,Silver
CU02955,46-60,Female,Bronze
CU02956,26-35,Male,Bronze
CU02957,60+,Male,Non-Member
CU02958,18-25,Female,Gold
CU02959,60+,Female,Silver
CU02960,26-35,Female,Silver
CU02961,60+,Male,Bronze
CU02962,18-25,Male,Silver
CU02963,26-35,Male,Gold
CU02964,36-45,Male,Silver
CU02965,26-35,Male,Bronze
CU02966,60+,Male,Non-Member
CU02967,60+,Female,Gold
CU02968,26-35,Female,Silver
CU02969,36-45,Male,Gold
CU02970,36-45,Male,Bronze
CU02971,18-25,Male,Gold
CU02972,36-45,Male,Silver
CU02973,36-45,Male,Silver
CU02974,18-25,Female,Gold
CU02975,18-25,Female,Gold
CU02976,60+,Male,Bronze
CU02977,46-60,Male,Gold
CU02978,18-25,Female,Silver
CU02979,26-35,Female,Non-Member
CU02980,36-45,Male,Non-Member
CU02981,36-45,Male,Bronze
CU02982,46-60,Male,Non-Member
CU02983,26-35,Female,Gold
CU02984,18-25,Male,Gold
CU02985,60+,Male,Non-Member
CU02986,36-45,Female,Non-Member
CU02987,26-35,Male,Bronze
CU02988,46-60,Female,Silver
CU02989,18-25,Female,Silver
CU02990,36-45,Female,Non-Member
CU02991,18-25,Female,Bronze
CU02992,46-60,Female,Non-Member
CU02993,18-25,Female,Silver
CU02994,36-45,Male,Non-Member
CU02995,60+,Male,Non-Member
CU02996,60+,Male,Bronze
CU02997,60+,Male,Bronze
CU02998,26-35,Male,Bronze
CU02999,36-45,Female,Gold
CU03000,18-25,Male,Non-Member
CU03001,46-60,Female,Bronze
CU03002,18-25,Female,Bronze
CU03003,18-25,Male,Bronze
CU03004,26-35,Female,Bronze
CU03005,18-25,Male,Non-Member
CU03006,26-35,Female,Bronze
CU03007,18-25,Male,Non-Member
CU03008,60+,Female,Gold
CU03009,46-60,Male,Silver
CU03010,60+,Female,Gold
CU03011,60+,Male,Gold
CU03012,60+,Male,Non-Member
CU03013,18-25,Male,Bronze
CU03014,18-25,Male,Gold
CU03015,60+,Female,Bronze
CU03016,26-35,Male,Bronze
CU03017,46-60,Male,Bronze
CU03018,46-60,Male,Gold
CU03019,36-45,Male,Non-Member
CU03020,36-45,Female,Bronze
CU03021,46-60,Male,Gold
CU03022,26-35,Female,Silver
CU03023,26-35,Female,Gold
CU03024,36-45,Female,Silver
CU03025,18-25,Male,Gold
CU03026,46-60,Male,Non-Member
CU03027,60+,Female,Silver
CU03028,18-25,Female,Non-Member
CU03029,46-60,Female,Silver
CU03030,36-45,Male,Silver
CU03031,46-60,Female,Bronze
CU03032,18-25,Female,Silver
CU03033,60+,Female,Gold
CU03034,60+,Female,Gold
CU03035,46-60,Female,Silver
CU03036,26-35,Male,Bronze
CU03037,18-25,Male,Gold
CU03038,60+,Male,Non-Member
CU03039,60+,Male,Gold
CU03040,60+,Male,Silver
CU03041,60+,Male,Silver
CU03042,36-45,Female,Bronze
CU03043,36-45,Female,Gold
CU03044,46-60,Female,Non-Member
CU03045,46-60,Male,Bronze
CU03046,18-25,Male,Silver
CU03047,60+,Female,Bronze
CU03048,26-35,Female,Gold
CU03049,18-25,Male,Gold
CU03050,18-25,Female,Silver
CU03051,46-60,Male,Non-Member
CU03052,36-45,Male,Gold
CU03053,36-45,Female,Gold
CU03054,26-35,Female,Silver
CU03055,46-60,Female,Non-Member
CU03056,46-60,Female,Non-Member
CU03057,60+,Female,Gold
CU03058,46-60,Male,Gold
CU03059,46-60,Male,Gold
CU03060,36-45,Male,Non-Member
CU03061,18-25,Male,Gold
CU03062,60+,Male,Non-Member
CU03063,60+,Male,Non-Member
CU03064,60+,Female,Silver
CU03065,60+,Female,Silver
CU03066,26-35,Female,Bronze
CU03067,60+,Male,Bronze
CU03068,60+,Male,Bronze
CU03069,60+,Female,Silver
CU03070,60+,Male,Silver
CU03071,18-25,Male,Gold
CU03072,18-25,Male,Bronze
CU03073,26-35,Female,Silver
CU03074,46-60,Female,Non-Member
CU03075,46-60,Female,Bronze
CU03076,46-60,Male,Non-Member
CU03077,46-60,Male,Bronze
